country,crop,year,rainfall,pesticides,temperature,Actual (A),Predicted (P),Absolute Error (AE),Residual (R) (A - P) ,R^2,,,,,,,,
Indonesia,Maize,1990,2702,2432,27.11,21323,21323,0,0,0,,,,,,,,
India,Soybeans,2005,1083,35342,26.73,10734,10734,0,0,0,,,,,,,,
Japan,Sweet potatoes,1991,1668,79821.18,15.38,205631,205631,0,0,0,,,,,,,,
Zambia,Soybeans,2009,1020,1670,20.76,18893,18642,251,251,63001,,,,,,,,
Indonesia,Maize,1995,2702,1597,27.08,22580,22580,0,0,0,,,,,,,,
Turkey,Soybeans,2008,593,37640.2,12.7,36490,36490,0,0,0,,,,,,,,
Rwanda,Wheat,2005,1212,222.92,20.29,9083,8510,573,573,328329,,,,,,,,
Lebanon,Sorghum,2004,661,1816,19.72,17030,14286,2744,2744,7529536,,,,,,,,
Japan,Yams,2013,1668,52794.3,13.91,217415,220905,3490,-3490,12180100,,,,,,,,
Zimbabwe,Cassava,1997,657,2762,20.63,41026,40095,931,931,866761,,,,,,,,
India,Sorghum,1997,1083,52279,24.71,6920,6920,0,0,0,,,,,,,,
Italy,Potatoes,2013,832,55633,13.6,252483,254511,2028,-2028,4112784,,,,,,,,
India,Maize,2005,1083,35342,25.62,19385,19385,0,0,0,,,,,,,,
Burkina Faso,Yams,1994,748,6,28,53043,69212,16169,-16169,261436561,,,,,,,,
Indonesia,Sweet potatoes,1995,2702,1597,26.74,94939,94939,0,0,0,,,,,,,,
Brazil,Maize,1993,1761,75658.33,20.49,25321,25321,0,0,0,,,,,,,,
India,Soybeans,2000,1083,44957.52,27.03,8222,8222,0,0,0,,,,,,,,
Portugal,Wheat,1990,854,9357,16.55,14269,20982,6713,-6713,45064369,,,,,,,,
Brazil,"Rice, paddy",1994,1761,84312.78,18.42,23876,23876,0,0,0,,,,,,,,
Brazil,Sorghum,2007,1761,304031,24.78,21731,21731,0,0,0,,,,,,,,
Turkey,Wheat,2012,593,42610.59,18.54,26723,26723,0,0,0,,,,,,,,
Brazil,Potatoes,1994,1761,84312.78,18.42,144802,144802,0,0,0,,,,,,,,
Tajikistan,Wheat,1999,691,601.94,8.74,11486,11839,353,-353,124609,,,,,,,,
Saudi Arabia,Potatoes,1992,59,994,24.74,160109,160109,0,0,0,,,,,,,,
Japan,Maize,2004,1668,64688.88,16.19,25000,25000,0,0,0,,,,,,,,
Brazil,Maize,1999,1761,127585,27.64,27765,27765,0,0,0,,,,,,,,
Belgium,Maize,2012,847,6139.3,10.68,102438,119258,16820,-16820,282912400,,,,,,,,
Mexico,Cassava,2011,758,65961.1,21.55,127352,127352,0,0,0,,,,,,,,
New Zealand,Potatoes,1998,1732,3055.16,13.97,352113,207950,144163,144163,20782970569,,,,,,,,
Tajikistan,Potatoes,2008,691,253.5,8.29,237053,231535,5518,5518,30448324,,,,,,,,
Uganda,Sorghum,1994,1180,59,23.6,15000,15020,20,-20,400,,,,,,,,
Cameroon,Maize,2006,1604,950.22,25.39,22224,21334,890,890,792100,,,,,,,,
Thailand,Wheat,1990,1622,18849,27.96,6107,6167,60,-60,3600,,,,,,,,
Lebanon,Wheat,2008,661,1816,20.24,28798,22008,6790,6790,46104100,,,,,,,,
India,Cassava,2010,1083,40093.69,26.52,347555,347555,0,0,0,,,,,,,,
Azerbaijan,Wheat,2000,447,148.68,12.61,23223,19992,3231,3231,10439361,,,,,,,,
Uganda,"Rice, paddy",1991,1180,72,23.3,13556,13846,290,-290,84100,,,,,,,,
Algeria,"Rice, paddy",2009,89,3867.99,17.78,14594,15305,711,-711,505521,,,,,,,,
Pakistan,Wheat,2009,494,3957.61,27.88,26568,26568,0,0,0,,,,,,,,
Jamaica,Plantains and others,2004,2051,909.71,27.47,172093,172173,80,-80,6400,,,,,,,,
Pakistan,"Rice, paddy",1993,494,4945,27.25,27397,27397,0,0,0,,,,,,,,
Dominican Republic,Potatoes,2006,1410,4116.45,27.01,222125,205454,16671,16671,277922241,,,,,,,,
India,Cassava,1990,1083,75000,25.77,205381,205381,0,0,0,,,,,,,,
Brazil,"Rice, paddy",2006,1761,238716,18.47,38798,38798,0,0,0,,,,,,,,
Japan,Wheat,2009,1668,60970.8,13.55,32367,32367,0,0,0,,,,,,,,
Lesotho,Wheat,1999,788,0.3,15.34,7388,6154,1234,1234,1522756,,,,,,,,
Brazil,Sorghum,1998,1761,118930.56,20.71,17768,17768,0,0,0,,,,,,,,
Mauritania,Wheat,2001,92,39.09,28.28,15855,16541,686,-686,470596,,,,,,,,
Indonesia,Sweet potatoes,1995,2702,1597,27.32,94939,94939,0,0,0,,,,,,,,
Libya,Maize,2013,56,3548,20.78,20000,20000,0,0,0,,,,,,,,
Portugal,Maize,2012,854,12444.24,16.24,83042,81040,2002,2002,4008004,,,,,,,,
Pakistan,Potatoes,2009,494,3957.61,27.88,202848,202848,0,0,0,,,,,,,,
Mexico,"Rice, paddy",2005,758,51741.99,25.18,50653,50653,0,0,0,,,,,,,,
India,Sweet potatoes,2000,1083,44957.52,24.57,97421,97421,0,0,0,,,,,,,,
Canada,Wheat,1997,537,38258.2,8.23,21285,21285,0,0,0,,,,,,,,
Australia,Sorghum,2013,534,45177.18,12.19,34419,34419,0,0,0,,,,,,,,
South Africa,Soybeans,2008,495,26857,15.75,17050,17050,0,0,0,,,,,,,,
Ecuador,Potatoes,2011,2274,17529.44,21.78,77752,87422,9670,-9670,93508900,,,,,,,,
Saudi Arabia,Wheat,2002,59,3364.86,26.44,48875,48875,0,0,0,,,,,,,,
Romania,Sorghum,2007,637,6314,12.99,13345,5954,7391,7391,54626881,,,,,,,,
Mexico,Potatoes,2011,758,65961.1,16.26,262734,262734,0,0,0,,,,,,,,
Eritrea,Potatoes,2005,383,27.63,24.85,79311,61120,18191,18191,330912481,,,,,,,,
Brazil,Sorghum,2000,1761,140423,18.01,15013,15013,0,0,0,,,,,,,,
Indonesia,Potatoes,1997,2702,1597,27.26,162061,162061,0,0,0,,,,,,,,
France,Potatoes,1995,867,84011,11.69,347354,335302,12052,12052,145250704,,,,,,,,
Kazakhstan,"Rice, paddy",2001,250,3007.26,3.85,28714,28714,0,0,0,,,,,,,,
Brazil,Yams,2004,1761,214725,18.75,92345,92345,0,0,0,,,,,,,,
Brazil,Sorghum,2000,1761,140423,18.01,15013,15013,0,0,0,,,,,,,,
Lebanon,Maize,2010,661,1816,21.26,37199,36210,989,989,978121,,,,,,,,
Spain,Wheat,1998,636,35070,17.46,28424,28424,0,0,0,,,,,,,,
Suriname,Plantains and others,1996,2331,142,27.09,245380,253471,8091,-8091,65464281,,,,,,,,
Argentina,Soybeans,2007,591,81582.64,17.14,29712,29053,659,659,434281,,,,,,,,
Haiti,Plantains and others,2013,1440,27.85,27.2,51436,66750,15314,-15314,234518596,,,,,,,,
Malawi,Sorghum,1999,1181,123.64,20.26,6980,6446,534,534,285156,,,,,,,,
Sri Lanka,Plantains and others,1995,1712,1735.5,26.59,131818,140381,8563,-8563,73324969,,,,,,,,
Spain,Sorghum,2011,636,53549,13.28,43201,43201,0,0,0,,,,,,,,
Armenia,Potatoes,1997,562,41.46,9.1,109362,129626,20264,-20264,410629696,,,,,,,,
Libya,Wheat,2010,56,3548,20.51,7717,7717,0,0,0,,,,,,,,
Brazil,Soybeans,2013,1761,367778,26.4,29285,29285,0,0,0,,,,,,,,
Mauritius,Potatoes,2012,2041,636.91,24.37,233356,236026,2670,-2670,7128900,,,,,,,,
Malawi,Plantains and others,1991,1181,173.19,20.4,40000,40179,179,-179,32041,,,,,,,,
Mexico,Potatoes,2006,758,50891.95,20.3,248610,248610,0,0,0,,,,,,,,
Canada,Potatoes,2006,537,36572.75,7.85,130482,130482,0,0,0,,,,,,,,
Indonesia,Maize,1991,2702,3259,26.92,21505,21505,0,0,0,,,,,,,,
Netherlands,Maize,2013,778,10720.17,9.54,119446,123355,3909,-3909,15280281,,,,,,,,
India,Potatoes,1996,1083,56114,27.01,169913,169913,0,0,0,,,,,,,,
Honduras,Potatoes,2007,1976,5283.93,24.55,181923,146252,35671,35671,1272420241,,,,,,,,
Ukraine,Sorghum,1993,565,61843.46,6.89,7143,7143,0,0,0,,,,,,,,
Brazil,Yams,2010,1761,342580,24.95,95332,95332,0,0,0,,,,,,,,
Pakistan,"Rice, paddy",1995,494,7681,22.61,27522,27522,0,0,0,,,,,,,,
Kazakhstan,Soybeans,2006,250,3926.27,7.65,16578,16438,140,140,19600,,,,,,,,
Brazil,Sorghum,1996,1761,101621.67,20.18,18118,18118,0,0,0,,,,,,,,
Mexico,Potatoes,1992,758,34468.93,17.33,168178,168178,0,0,0,,,,,,,,
Albania,Potatoes,1996,1485,313.96,15.64,106138,111323,5185,-5185,26884225,,,,,,,,
India,Cassava,1991,1083,72133,25.32,218925,218925,0,0,0,,,,,,,,
Suriname,Cassava,1999,2331,163.67,27.07,167798,158385,9413,9413,88604569,,,,,,,,
Mexico,Wheat,2007,758,64501.28,16.8,50824,47517,3307,3307,10936249,,,,,,,,
Japan,"Rice, paddy",1996,1668,79821.18,12.61,65402,65402,0,0,0,,,,,,,,
Bulgaria,Wheat,2005,608,2232.25,8.58,31567,34026,2459,-2459,6046681,,,,,,,,
El Salvador,Potatoes,2004,1784,2078.01,26.2,288786,220517,68269,68269,4660656361,,,,,,,,
Mexico,Cassava,2007,758,64501.28,24.88,122745,127352,4607,-4607,21224449,,,,,,,,
Senegal,Maize,2002,686,328,25.4,7434,12279,4845,-4845,23474025,,,,,,,,
India,"Rice, paddy",2007,1083,27422.77,24.59,32924,32924,0,0,0,,,,,,,,
Cameroon,Cassava,2006,1604,950.22,25.39,107548,105771,1777,1777,3157729,,,,,,,,
Sri Lanka,Maize,1996,1712,1654.41,26.38,10669,9712,957,957,915849,,,,,,,,
Sri Lanka,Potatoes,2012,1712,1112.8,26.88,155269,145282,9987,9987,99740169,,,,,,,,
India,Sorghum,1990,1083,75000,26.91,8136,8136,0,0,0,,,,,,,,
Pakistan,"Rice, paddy",1996,494,11955,25.92,28685,28685,0,0,0,,,,,,,,
Papua New Guinea,Potatoes,2001,3142,105,25.43,45364,47059,1695,-1695,2873025,,,,,,,,
Brazil,Maize,2009,1761,335742,20.78,37145,37145,0,0,0,,,,,,,,
Spain,Sweet potatoes,2002,636,40727,17.16,171349,171349,0,0,0,,,,,,,,
South Africa,Sweet potatoes,2010,495,26857,16.11,30877,30877,0,0,0,,,,,,,,
Brazil,"Rice, paddy",1992,1761,67003.89,20.21,21349,21349,0,0,0,,,,,,,,
Turkey,Potatoes,1998,593,30162,12.56,258890,258890,0,0,0,,,,,,,,
India,Potatoes,2008,1083,14485.33,25.23,192973,192973,0,0,0,,,,,,,,
Canada,Soybeans,2004,537,36138,6.4,25939,25939,0,0,0,,,,,,,,
Albania,Potatoes,2008,1485,1069.54,16.71,193878,188902,4976,4976,24760576,,,,,,,,
Bangladesh,"Rice, paddy",1991,2666,1287,25.85,26592,26592,0,0,0,,,,,,,,
Canada,Soybeans,1998,537,41275.6,7,27922,27922,0,0,0,,,,,,,,
Japan,Wheat,1995,1668,79821.18,15.32,29319,29319,0,0,0,,,,,,,,
Pakistan,Sorghum,1990,494,5299,23.14,5736,5736,0,0,0,,,,,,,,
Pakistan,Maize,2006,494,6925.13,26.46,30368,30368,0,0,0,,,,,,,,
Pakistan,Wheat,1994,494,6183,22.93,18935,18935,0,0,0,,,,,,,,
Argentina,Sorghum,2008,591,87149.01,17.71,47474,47021,453,453,205209,,,,,,,,
Mexico,Maize,2005,758,51741.99,16.7,29276,29276,0,0,0,,,,,,,,
Portugal,Maize,1997,854,12750,17.1,49592,43624,5968,5968,35617024,,,,,,,,
Dominican Republic,"Rice, paddy",2010,1410,6316.61,27.01,47651,47651,0,0,0,,,,,,,,
Australia,Sweet potatoes,2007,534,32446.25,18.02,346237,346237,0,0,0,,,,,,,,
Cameroon,Maize,2013,1604,1372.47,25.45,19787,17152,2635,2635,6943225,,,,,,,,
Japan,Yams,2005,1668,63829.77,15.75,233257,233257,0,0,0,,,,,,,,
India,Maize,2000,1083,44957.52,25.93,18216,18216,0,0,0,,,,,,,,
India,Cassava,2013,1083,45620,26.71,349594,349594,0,0,0,,,,,,,,
Mexico,Maize,1996,758,34468.93,21.08,22387,22387,0,0,0,,,,,,,,
Brazil,Sorghum,1994,1761,84312.78,21.91,19056,19056,0,0,0,,,,,,,,
India,Cassava,2006,1083,37423,26.94,321132,321132,0,0,0,,,,,,,,
Dominican Republic,Sorghum,2013,1410,6316.61,26.51,15303,14666,637,637,405769,,,,,,,,
Saudi Arabia,Maize,2005,59,3875.97,26.47,37301,36432,869,869,755161,,,,,,,,
Armenia,Wheat,2008,562,218.2,9.51,24322,14627,9695,9695,93993025,,,,,,,,
Mexico,Soybeans,1993,758,34468.93,16.86,20927,20927,0,0,0,,,,,,,,
Mozambique,Potatoes,2012,1032,766.93,21.92,143961,142473,1488,1488,2214144,,,,,,,,
India,Soybeans,1999,1083,46195,24.93,11380,11380,0,0,0,,,,,,,,
Mexico,Wheat,2008,758,61732.11,22.68,50134,50134,0,0,0,,,,,,,,
Libya,Potatoes,2005,56,8314,19.48,157629,157629,0,0,0,,,,,,,,
Indonesia,Cassava,2009,2702,1597,27.69,187461,187461,0,0,0,,,,,,,,
Japan,Wheat,2004,1668,64688.88,16.33,40466,40466,0,0,0,,,,,,,,
Burundi,Wheat,2010,1274,264.53,21.75,7393,8326,933,-933,870489,,,,,,,,
Niger,"Rice, paddy",2013,151,21.37,30.42,62834,57490,5344,5344,28558336,,,,,,,,
Morocco,Wheat,2009,346,13697,18.73,21398,19488,1910,1910,3648100,,,,,,,,
Iraq,Wheat,1993,216,692,22.86,5897,5999,102,-102,10404,,,,,,,,
South Africa,Soybeans,1992,495,16582,16.48,7578,7578,0,0,0,,,,,,,,
Haiti,Sweet potatoes,2008,1440,27.85,27.08,30026,39258,9232,-9232,85229824,,,,,,,,
Central African Republic,Potatoes,2005,1342,22.87,25.92,18862,20308,1446,-1446,2090916,,,,,,,,
Ecuador,Sweet potatoes,1995,2274,2658,22.19,35269,35269,0,0,0,,,,,,,,
India,"Rice, paddy",2013,1083,45620,26.79,36070,36070,0,0,0,,,,,,,,
Libya,Potatoes,1995,56,87,19.47,165267,85822,79445,79445,6311508025,,,,,,,,
Japan,Yams,2012,1668,54716.4,13.11,222059,222059,0,0,0,,,,,,,,
Pakistan,Sweet potatoes,1991,494,5962,22.48,101190,101190,0,0,0,,,,,,,,
Bulgaria,Soybeans,2006,608,2103.5,9.08,15568,22239,6671,-6671,44502241,,,,,,,,
Ecuador,Maize,2006,2274,7953.42,17.6,18776,25807,7031,-7031,49434961,,,,,,,,
Malawi,Plantains and others,2011,1181,553.57,20.92,98694,97581,1113,1113,1238769,,,,,,,,
Bangladesh,Potatoes,1996,2666,1919,26.15,112741,112741,0,0,0,,,,,,,,
India,Soybeans,1995,1083,61257,26.01,10121,10121,0,0,0,,,,,,,,
India,Sorghum,1997,1083,52279,25.68,6920,6920,0,0,0,,,,,,,,
Morocco,"Rice, paddy",1992,346,10178.29,17.56,30694,50000,19306,-19306,372721636,,,,,,,,
Central African Republic,Cassava,2009,1342,22.87,26.17,30000,30000,0,0,0,,,,,,,,
India,Potatoes,2008,1083,14485.33,26.83,192973,192973,0,0,0,,,,,,,,
India,Cassava,2012,1083,52980,26.33,385818,385818,0,0,0,,,,,,,,
United Kingdom,Wheat,1995,1220,33743,8.49,76992,76992,0,0,0,,,,,,,,
Kenya,Potatoes,1997,630,5172,16.77,70425,134629,64204,-64204,4122153616,,,,,,,,
Argentina,Sorghum,1995,591,37842,17.62,34588,34588,0,0,0,,,,,,,,
Bahamas,Sweet potatoes,2012,1292,268.2,25.46,34855,34953,98,-98,9604,,,,,,,,
Ghana,Plantains and others,2013,1187,378.97,27.24,108397,107574,823,823,677329,,,,,,,,
Tunisia,Potatoes,1992,207,909,18.54,136250,140141,3891,-3891,15139881,,,,,,,,
Mexico,Sorghum,2004,758,26433.14,19.91,38223,38223,0,0,0,,,,,,,,
South Africa,Wheat,2000,495,26857,18.26,25997,24137,1860,1860,3459600,,,,,,,,
Madagascar,Sorghum,1997,1513,139.89,19.97,6795,6870,75,-75,5625,,,,,,,,
Burkina Faso,Maize,2000,748,75.44,28.6,17543,15521,2022,2022,4088484,,,,,,,,
Brazil,Yams,2007,1761,304031,27.92,92593,92593,0,0,0,,,,,,,,
Canada,Soybeans,2010,537,61050,8.64,29515,29515,0,0,0,,,,,,,,
Italy,Maize,1993,832,89282.2,12.71,86612,89381,2769,-2769,7667361,,,,,,,,
Japan,Sweet potatoes,2007,1668,61164.07,16.03,237936,237936,0,0,0,,,,,,,,
India,Cassava,2005,1083,35342,25.72,304978,304978,0,0,0,,,,,,,,
Mexico,Wheat,1999,758,34468.93,25.03,46310,46310,0,0,0,,,,,,,,
Pakistan,Soybeans,2012,494,990.09,23.1,7901,7901,0,0,0,,,,,,,,
Japan,Sweet potatoes,1991,1668,79821.18,15.49,205631,205631,0,0,0,,,,,,,,
Dominican Republic,Maize,1995,1410,3449,26.82,14034,14034,0,0,0,,,,,,,,
Sri Lanka,Potatoes,1999,1712,1766.91,26.32,125207,112006,13201,13201,174266401,,,,,,,,
Turkey,Potatoes,1995,593,27328,12.06,237707,237707,0,0,0,,,,,,,,
India,Soybeans,1992,1083,70791,25.69,8947,8947,0,0,0,,,,,,,,
Japan,Maize,2002,1668,70262.54,15.73,24615,24615,0,0,0,,,,,,,,
Ecuador,"Rice, paddy",1993,2274,1844,17.42,34804,33254,1550,1550,2402500,,,,,,,,
South Africa,Sweet potatoes,2004,495,26857,18.75,34248,33690,558,558,311364,,,,,,,,
India,Soybeans,1995,1083,61257,26.04,10121,10121,0,0,0,,,,,,,,
Australia,Maize,2013,534,45177.18,19.98,64441,64441,0,0,0,,,,,,,,
Brazil,Sorghum,2001,1761,151523,22.14,18654,18654,0,0,0,,,,,,,,
Canada,Soybeans,2006,537,36572.75,8.31,28850,28850,0,0,0,,,,,,,,
Indonesia,Maize,1997,2702,1597,27.37,26141,26141,0,0,0,,,,,,,,
Haiti,Potatoes,1993,1440,6.96,26.78,150000,145455,4545,4545,20657025,,,,,,,,
India,Sorghum,2010,1083,40093.69,26.54,8602,8602,0,0,0,,,,,,,,
India,Potatoes,2008,1083,14485.33,25.35,192973,192973,0,0,0,,,,,,,,
South Africa,Wheat,2002,495,26857,15.88,25906,25906,0,0,0,,,,,,,,
Pakistan,Sweet potatoes,2012,494,990.09,23.1,86553,86553,0,0,0,,,,,,,,
Mexico,"Rice, paddy",1995,758,34468.93,19.87,46792,46792,0,0,0,,,,,,,,
India,Maize,1999,1083,46195,26.96,17922,17922,0,0,0,,,,,,,,
Indonesia,Maize,1990,2702,2432,26.79,21323,21323,0,0,0,,,,,,,,
India,Sweet potatoes,2009,1083,28707.01,24.87,90080,90080,0,0,0,,,,,,,,
Poland,Wheat,2007,600,18721,9.32,39381,41725,2344,-2344,5494336,,,,,,,,
Turkey,Soybeans,1997,593,34431,10.13,21053,21053,0,0,0,,,,,,,,
Bangladesh,Soybeans,2013,2666,15330.16,26.59,14729,14729,0,0,0,,,,,,,,
Sri Lanka,Soybeans,1990,1712,1571.33,26.53,8040,6000,2040,2040,4161600,,,,,,,,
Australia,Wheat,2006,534,35900,13.99,20213,20213,0,0,0,,,,,,,,
Brazil,Potatoes,2012,1761,346583,18.8,274457,274457,0,0,0,,,,,,,,
India,Maize,1991,1083,72133,25.49,13763,13763,0,0,0,,,,,,,,
Madagascar,Maize,1999,1513,49.52,19.82,9162,11639,2477,-2477,6135529,,,,,,,,
India,Sorghum,2002,1083,42482.56,25.58,7602,7602,0,0,0,,,,,,,,
El Salvador,Cassava,1999,1784,2854.16,25.67,124202,131429,7227,-7227,52229529,,,,,,,,
Pakistan,"Rice, paddy",1994,494,6183,22.93,24333,24333,0,0,0,,,,,,,,
India,"Rice, paddy",1999,1083,46195,26.21,29782,29782,0,0,0,,,,,,,,
Spain,"Rice, paddy",2006,636,39767,13.06,67992,67992,0,0,0,,,,,,,,
India,Potatoes,1997,1083,52279,23.26,193913,193913,0,0,0,,,,,,,,
Spain,"Rice, paddy",2012,636,48668,17.65,79739,79739,0,0,0,,,,,,,,
Japan,Potatoes,2007,1668,61164.07,16.03,340000,340000,0,0,0,,,,,,,,
Zambia,Maize,1992,1020,1080,21.85,7311,15613,8302,-8302,68923204,,,,,,,,
Madagascar,"Rice, paddy",1999,1513,49.52,19.82,21284,21304,20,-20,400,,,,,,,,
Japan,Yams,2009,1668,60970.8,13.55,211519,211519,0,0,0,,,,,,,,
Saudi Arabia,Wheat,2013,59,5412.5,27.57,64333,59254,5079,5079,25796241,,,,,,,,
Mexico,"Rice, paddy",2012,758,64512.22,21.52,56231,56231,0,0,0,,,,,,,,
Bahrain,Potatoes,2006,83,12.12,27.15,130000,180000,50000,-50000,2500000000,,,,,,,,
Brazil,Cassava,1993,1761,75658.33,26.06,120628,120628,0,0,0,,,,,,,,
Malawi,Sorghum,2009,1181,736.25,20.68,7968,8593,625,-625,390625,,,,,,,,
Japan,Soybeans,1994,1668,79821.18,13.78,16223,16223,0,0,0,,,,,,,,
Australia,Sweet potatoes,1998,534,37215,13.61,276923,276923,0,0,0,,,,,,,,
Brazil,Maize,1992,1761,67003.89,24.97,22828,22828,0,0,0,,,,,,,,
Madagascar,Sorghum,1993,1513,109.41,19.95,6945,6907,38,38,1444,,,,,,,,
India,Cassava,2001,1083,43720.04,24.5,266998,266998,0,0,0,,,,,,,,
Canada,Wheat,1990,537,29568,7.41,22769,22769,0,0,0,,,,,,,,
Kazakhstan,Maize,1996,250,13047,5.98,16795,19316,2521,-2521,6355441,,,,,,,,
Honduras,Cassava,2012,1976,7194.91,24.47,70134,63483,6651,6651,44235801,,,,,,,,
India,Maize,1999,1083,46195,27.21,17922,17922,0,0,0,,,,,,,,
Brazil,Yams,1990,1761,49695,25.76,91489,91489,0,0,0,,,,,,,,
Australia,Soybeans,2013,534,45177.18,17.39,22336,22336,0,0,0,,,,,,,,
India,Maize,1995,1083,61257,25.5,15946,15946,0,0,0,,,,,,,,
Iraq,Wheat,1999,216,508,24.42,6154,6154,0,0,0,,,,,,,,
Switzerland,Potatoes,1997,1537,1644.3,7.96,459163,424362,34801,34801,1211109601,,,,,,,,
Spain,Maize,2007,636,39286,17.41,100027,100027,0,0,0,,,,,,,,
South Africa,Soybeans,1990,495,16582,15.56,19377,19377,0,0,0,,,,,,,,
Japan,Sweet potatoes,1992,1668,79821.18,15.21,235027,235027,0,0,0,,,,,,,,
Bahamas,Cassava,2002,1292,384.23,25.79,100000,103333,3333,-3333,11108889,,,,,,,,
Dominican Republic,Sweet potatoes,1994,1410,4971,26.64,61641,61641,0,0,0,,,,,,,,
Bangladesh,Potatoes,2006,2666,9074.43,26.44,143848,143848,0,0,0,,,,,,,,
India,Sorghum,1999,1083,46195,25.29,8472,8472,0,0,0,,,,,,,,
Indonesia,Cassava,1992,2702,825,25.17,122220,122220,0,0,0,,,,,,,,
Tajikistan,Sorghum,2004,691,228.5,9.24,17786,14240,3546,3546,12574116,,,,,,,,
Turkey,Maize,2007,593,48715.51,12.91,68381,68381,0,0,0,,,,,,,,
Australia,Maize,1998,534,37215,20.62,47544,59403,11859,-11859,140635881,,,,,,,,
Pakistan,Potatoes,2010,494,2968.44,23.75,226823,226823,0,0,0,,,,,,,,
Germany,Potatoes,2008,700,43413.01,10.66,437606,423470,14136,14136,199826496,,,,,,,,
Indonesia,Potatoes,2012,2702,1597,27.36,165820,165820,0,0,0,,,,,,,,
Canada,Soybeans,2013,537,81659.8,10.11,28810,28810,0,0,0,,,,,,,,
India,Soybeans,2012,1083,52980,28.02,13530,13530,0,0,0,,,,,,,,
India,Soybeans,1997,1083,52279,26.19,10789,10789,0,0,0,,,,,,,,
Azerbaijan,Sorghum,2000,447,148.68,12.61,2434,1389,1045,1045,1092025,,,,,,,,
Japan,Sweet potatoes,2008,1668,58750,15.55,248403,248403,0,0,0,,,,,,,,
Azerbaijan,Soybeans,1999,447,148.68,12.74,12000,10000,2000,2000,4000000,,,,,,,,
Germany,Wheat,2009,700,39289.43,10.06,78091,72826,5265,5265,27720225,,,,,,,,
India,Sorghum,2007,1083,27422.77,25.98,8443,8443,0,0,0,,,,,,,,
Chile,Wheat,1990,1522,15373,12.88,29481,33787,4306,-4306,18541636,,,,,,,,
Guinea,Plantains and others,2009,1651,449.26,27.37,52202,51905,297,297,88209,,,,,,,,
Albania,Maize,1993,1485,121,16.05,24185,24876,691,-691,477481,,,,,,,,
India,Wheat,2013,1083,45620,27.11,31538,31538,0,0,0,,,,,,,,
Angola,Wheat,2008,1010,40,24.27,10000,10000,0,0,0,,,,,,,,
Mexico,Cassava,1998,758,34468.93,16.21,117046,117046,0,0,0,,,,,,,,
Burundi,Maize,2002,1274,98.1,21.45,10931,14900,3969,-3969,15752961,,,,,,,,
Mexico,Sweet potatoes,2012,758,64512.22,23.5,175168,175168,0,0,0,,,,,,,,
Libya,Wheat,1990,56,87,20.53,12317,10129,2188,2188,4787344,,,,,,,,
Thailand,Potatoes,1996,1622,21901,27.37,171249,133333,37916,37916,1437623056,,,,,,,,
Bahamas,Sweet potatoes,2007,1292,268.2,25.71,34364,34519,155,-155,24025,,,,,,,,
Indonesia,Cassava,2004,2702,1597,27.42,154679,154679,0,0,0,,,,,,,,
Brazil,Sweet potatoes,1996,1761,101621.67,25.94,86415,86415,0,0,0,,,,,,,,
Dominican Republic,"Rice, paddy",1992,1410,4971,26.45,89767,48092,41675,41675,1736805625,,,,,,,,
Mexico,Potatoes,2008,758,61732.11,16.22,277258,277258,0,0,0,,,,,,,,
Pakistan,Maize,2004,494,8903.48,19.93,28488,28488,0,0,0,,,,,,,,
Saudi Arabia,Sorghum,1995,59,994,26.33,11477,11513,36,-36,1296,,,,,,,,
Italy,Sweet potatoes,1998,832,84117,7.77,171429,199328,27899,-27899,778354201,,,,,,,,
Turkey,Maize,2010,593,38554.69,13.27,72614,89499,16885,-16885,285103225,,,,,,,,
India,"Rice, paddy",1999,1083,46195,26.42,29782,29782,0,0,0,,,,,,,,
Ecuador,Cassava,1995,2274,2658,21.96,36456,36456,0,0,0,,,,,,,,
Iraq,Sorghum,2010,216,1612.61,21.97,29960,9791,20169,20169,406788561,,,,,,,,
Australia,"Rice, paddy",2007,534,32446.25,14.99,82609,82609,0,0,0,,,,,,,,
Japan,Wheat,2008,1668,58750,15.55,42203,42203,0,0,0,,,,,,,,
Brazil,"Rice, paddy",1998,1761,118930.56,18.2,25198,25198,0,0,0,,,,,,,,
Bangladesh,Sweet potatoes,1997,2666,2035,25.55,93946,93946,0,0,0,,,,,,,,
Brazil,Maize,2013,1761,367778,17.84,52536,52536,0,0,0,,,,,,,,
India,Potatoes,2013,1083,45620,26.37,227606,227606,0,0,0,,,,,,,,
Japan,Soybeans,2013,1668,52794.3,13.91,15520,15520,0,0,0,,,,,,,,
Dominican Republic,Sorghum,1993,1410,4971,26.41,21713,21713,0,0,0,,,,,,,,
Mauritania,Potatoes,1990,92,39.09,27.67,54628,47809,6819,6819,46498761,,,,,,,,
Japan,Wheat,1992,1668,79821.18,12.94,35371,35371,0,0,0,,,,,,,,
Brazil,Sweet potatoes,2012,1761,346583,26.13,121926,121926,0,0,0,,,,,,,,
Peru,Potatoes,2002,1738,8322.88,17.44,121751,115040,6711,6711,45037521,,,,,,,,
Mexico,Potatoes,2000,758,34468.93,19.29,239420,239420,0,0,0,,,,,,,,
Brazil,Sweet potatoes,2009,1761,335742,26.3,113035,113035,0,0,0,,,,,,,,
India,Maize,2013,1083,45620,26.12,25726,25726,0,0,0,,,,,,,,
Central African Republic,Potatoes,2011,1342,22.87,25.23,11574,11818,244,-244,59536,,,,,,,,
